# description : Slit mask for a 1.25 arcsec slit
# author : Jeb Bailey
# date_created  : 2026-05-26
# date_modified : 2026-05-26
# type : aperture:slit_geometry
# x_unit : arcsec
# y_unit : arcsec
# changes :
x       y
-5.0   -0.625
5.0    -0.625
5.0     0.625
-5.0    0.625
