# author : ESO ELT DRM
# source : J. Fucik
# description : Bare Aluminium
# date_created  : 2026-06-30
# date_modified : 2026-06-30
# status : Design
# type : mirror:reflection
# wavelength_unit : um
# action : reflection
#
# changes :
# - 2026-6-30 (JB) brough over from CDR
#
wavelength  reflection
.299	0.90050
.3000	0.90050
.3055	0.90050
.3110	0.90050
.3165	0.90050
.3220	0.90050
.3275	0.90050
.3330	0.90050
.3385	0.90050
.3440	0.90050
.3495	0.90050
.3550	0.90050
.3605	0.90050
.3660	0.90050
.3715	0.90050
.3770	0.90050
.3825	0.90050
.3880	0.90050
.3935	0.90050
.3990	0.90050
.4045	0.90080
.4100	0.90101
.4155	0.90128
.4210	0.90140
.4265	0.90163
.4320	0.90175
.4375	0.90188
.4430	0.90213
.4485	0.90219
.4540	0.90229
.4595	0.90230
.4650	0.90230
.4705	0.90238
.4760	0.90255
.4815	0.90246
.4870	0.90255
.4925	0.90253
.4980	0.90242
.5035	0.90242
.5090	0.90231
.5145	0.90232
.5200	0.90222
.5255	0.90203
.5310	0.90194
.5365	0.90168
.5420	0.90161
.5475	0.90138
.5530	0.90119
.5585	0.90091
.5640	0.90069
.5695	0.90046
.5750	0.90026
.5805	0.89982
.5860	0.89957
.5915	0.89910
.5970	0.89875
.6025	0.89830
.6080	0.89781
.6135	0.89747
.6190	0.89697
.6245	0.89647
.6300	0.89592
.6355	0.89541
.6410	0.89483
.6465	0.89424
.6520	0.89357
.6575	0.89300
.6630	0.89236
.6685	0.89165
.6740	0.89092
.6795	0.89007
.6850	0.88924
.6905	0.88844
.6960	0.88746
.7015	0.88646
.7070	0.88544
.7125	0.88435
.7180	0.88325
.7235	0.88193
.7290	0.88065
.7345	0.87938
.7400	0.87790
.7455	0.87635
.7510	0.87486
.7565	0.87327
.7620	0.87161
.7675	0.86983
.7730	0.86817
.7785	0.86645
.7840	0.86491
.7895	0.86293
.7950	0.86172
.8005	0.86028
.8060	0.85952
.8115	0.85901
.8170	0.85885
.8225	0.85904
.8280	0.85958
.8335	0.86064
.8390	0.86202
.8445	0.86408
.8500	0.86602
.8555	0.86838
.8610	0.87118
.8665	0.87413
.8720	0.87728
.8775	0.88052
.8830	0.88394
.8885	0.88727
.8940	0.89068
.8995	0.89411
.9050	0.89748
.9105	0.90075
.9160	0.90386
.9215	0.90685
.9270	0.90967
.9325	0.91243
.9380	0.91501
.9435	0.91752
.9490	0.91989
.9545	0.92213
.9600	0.92425
.9655	0.92622
.9710	0.92815
.9765	0.92992
.9820	0.93158
.9875	0.93322
.9930	0.93472
.9985	0.93615
1.0040	0.93751
1.0095	0.93877
1.0150	0.93997
1.0205	0.94112
1.0260	0.94223
1.0315	0.94325
1.0370	0.94425
1.0425	0.94519
1.0480	0.94608
1.0535	0.94695
1.0590	0.94776
1.0645	0.94856
1.0700	0.94931
1.0755	0.95004
1.0810	0.95074
1.0865	0.95142
1.0920	0.95204
1.0975	0.95268
1.1030	0.95327
1.1085	0.95384
1.1140	0.95438
1.1195	0.95490
1.1250	0.95542
1.1305	0.95591
1.1360	0.95638
1.1415	0.95684
1.1470	0.95724
1.1525	0.95768
1.1580	0.95809
1.1635	0.95849
1.1690	0.95886
1.1745	0.95921
1.1800	0.95957
1.1855	0.95990
1.1910	0.96022
1.1965	0.96056
1.2020	0.96083
1.2075	0.96114
1.2130	0.96142
1.2185	0.96170
1.2240	0.96196
1.2295	0.96221
1.2350	0.96246
1.2405	0.96270
1.2460	0.96291
1.2515	0.96316
1.2570	0.96338
1.2625	0.96361
1.2680	0.96383
1.2735	0.96401
1.2790	0.96421
1.2845	0.96439
1.2900	0.96457
1.2955	0.96478
1.3010	0.96498
1.3065	0.96512
1.3120	0.96530
1.3175	0.96548
1.3230	0.96564
1.3285	0.96580
1.3340	0.96598
1.3395	0.96614
1.3450	0.96631
1.3505	0.96646
1.3560	0.96659
1.3615	0.96676
1.3670	0.96690
1.3725	0.96697
1.3780	0.96717
1.3835	0.96727
1.3890	0.96742
1.3945	0.96757
1.4000	0.96770
1.4055	0.96783
1.4110	0.96796
1.4165	0.96808
1.4220	0.96820
1.4275	0.96831
1.4330	0.96844
1.4385	0.96854
1.4440	0.96865
1.4495	0.96877
1.4550	0.96886
1.4605	0.96896
1.4660	0.96908
1.4715	0.96917
1.4770	0.96928
1.4825	0.96936
1.4880	0.96945
1.4935	0.96956
1.4990	0.96963
1.5045	0.96972
1.5100	0.96981
1.5155	0.96989
1.5210	0.96997
1.5265	0.97004
1.5320	0.97012
1.5375	0.97020
1.5430	0.97029
1.5485	0.97033
1.5540	0.97040
1.5595	0.97050
1.5650	0.97055
1.5705	0.97062
1.5760	0.97067
1.5815	0.97074
1.5870	0.97081
1.5925	0.97087
1.5980	0.97093
1.6035	0.97098
1.6090	0.97102
1.6145	0.97109
1.6200	0.97115
1.6255	0.97120
1.6310	0.97125
1.6365	0.97129
1.6420	0.97136
1.6475	0.97140
1.6530	0.97144
1.6585	0.97149
1.6640	0.97155
1.6695	0.97159
1.6750	0.97162
1.6805	0.97165
1.6860	0.97169
1.6915	0.97176
1.6970	0.97178
1.7025	0.97184
1.7080	0.97187
1.7135	0.97191
1.7190	0.97195
1.7245	0.97199
1.7300	0.97205
1.7355	0.97207
1.7410	0.97209
1.7465	0.97214
1.7520	0.97217
1.7575	0.97221
1.7630	0.97225
1.7685	0.97228
1.7740	0.97232
1.7795	0.97234
1.7850	0.97238
1.7905	0.97242
1.7960	0.97244
1.8015	0.97247
1.8070	0.97252
1.8125	0.97257
1.8180	0.97261
1.8235	0.97263
1.8290	0.97266
1.8345	0.97270
1.8400	0.97273
1.8455	0.97275
1.8510	0.97279
1.8565	0.97281
1.8620	0.97286
1.8675	0.97293
1.8730	0.97290
1.8785	0.97291
1.8840	0.97296
1.8895	0.97300
1.8950	0.97306
1.9005	0.97307
1.9060	0.97308
1.9115	0.97312
1.9170	0.97313
1.9225	0.97316
1.9280	0.97316
1.9335	0.97321
1.9390	0.97323
1.9445	0.97324
1.9500	0.97328
1.9555	0.97330
1.9610	0.97330
1.9665	0.97333
1.9720	0.97336
1.9775	0.97337
1.9830	0.97339
1.9885	0.97341
1.9940	0.97346
1.9995	0.97348
2.0050	0.97349
2.0105	0.97349
2.0160	0.97349
2.0215	0.97349
2.0270	0.97349
2.0325	0.97349
2.0380	0.97349
2.0435	0.97349
2.0490	0.97349
2.0545	0.97349
2.0600	0.97349
2.0655	0.97349
2.0710	0.97349
2.0765	0.97349
2.0820	0.97349
2.0875	0.97349
2.0930	0.97349
2.0985	0.97349
2.1040	0.97349
2.1095	0.97349
2.1150	0.97349
2.1205	0.97349
2.1260	0.97349
2.1315	0.97349
2.1370	0.97349
2.1425	0.97349
2.1480	0.97349
2.1535	0.97349
2.1590	0.97349
2.1645	0.97349
2.1700	0.97349
2.1755	0.97349
2.1810	0.97349
2.1865	0.97349
2.1920	0.97349
2.1975	0.97349
2.2030	0.97349
2.2085	0.97349
2.2140	0.97349
2.2195	0.97349
2.2250	0.97349
2.2305	0.97349
2.2360	0.97349
2.2415	0.97349
2.2470	0.97349
2.2525	0.97349
2.2580	0.97349
2.2635	0.97349
2.2690	0.97349
2.2745	0.97349
2.2800	0.97349
2.2855	0.97349
2.2910	0.97349
2.2965	0.97349
2.3020	0.97349
2.3075	0.97349
2.3130	0.97349
2.3185	0.97349
2.3240	0.97349
2.3295	0.97349
2.3350	0.97349
2.3405	0.97349
2.3460	0.97349
2.3515	0.97349
2.3570	0.97349
2.3625	0.97349
2.3680	0.97349
2.3735	0.97349
2.3790	0.97349
2.3845	0.97349
2.3900	0.97349
2.3955	0.97349
2.4010	0.97349
2.4065	0.97349
2.4120	0.97349
2.4175	0.97349
2.4230	0.97349
2.4285	0.97349
2.4340	0.97349
2.4395	0.97349
2.4450	0.97349
2.4505	0.97349
2.4560	0.97349
2.4615	0.97349
2.4670	0.97349
2.4725	0.97349
2.4780	0.97349
2.4835	0.97349
2.4890	0.97349
2.4945	0.97349
2.5000	0.97349
3.0000	0.97349
